target,model_name,target_transform,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,spearman_mean,spearman_std,strategy,feature_set_name,feature_set_description,n_features,selection_candidate
wire_area_loss_frac,RandomForest,sqrt,0.1219778780890505,0.0073841452132335835,0.15312049133332367,0.019743109743129303,-0.3659976269000569,0.08731489348988787,-0.04523830236963501,0.22729443359312035,leave_one_campaign_out,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
wire_area_loss_frac,GradientBoosting,sqrt,0.1330961363135364,0.0007248923811967047,0.1618696048513478,0.008119814230402287,-0.5548430547519447,0.3426577004167223,-0.21193826590941783,0.04749105561304242,leave_one_campaign_out,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
wire_area_loss_frac,XGBoost,sqrt,0.13397382807519284,0.006706238168588067,0.16344381508029682,0.021751915448573984,-0.5551554325863466,0.08642035460983281,-0.09350821431917526,0.2847709067989562,leave_one_campaign_out,metadata_only,Temporal and tabular metadata only; diagnostic ablation for campaign-confounding.,8,True
ultimate_load_kn,CatBoost,none,0.17659557518025207,0.03893324761512547,0.20631583288137553,0.05473035150949397,0.6059264688359393,0.1268858459165973,0.7487200794332609,0.14311264457564565,group_shuffle,all_cleaned,All cleaned metadata and image features after QC and collinearity pruning.,42,True
ultimate_load_kn,RandomForest,none,0.17757688787878845,0.040772683238443914,0.20536854050075698,0.044330439643343045,0.5934746061897704,0.17157915000513602,0.7269240368665126,0.13262763435382222,group_shuffle,all_cleaned,All cleaned metadata and image features after QC and collinearity pruning.,42,True
ultimate_load_kn,GradientBoosting,none,0.18436763085543445,0.04624604073554892,0.225000712651182,0.04933045771892724,0.4926408643361476,0.272317850196464,0.7317799014654753,0.11165619542341207,group_shuffle,all_cleaned,All cleaned metadata and image features after QC and collinearity pruning.,42,True
ultimate_load_kn,XGBoost,none,0.19225318250656126,0.025582597969704465,0.23074413180990527,0.02124113197880734,0.456296194639469,0.25044763577528006,0.7196734488452188,0.1058372028996601,group_shuffle,all_cleaned,All cleaned metadata and image features after QC and collinearity pruning.,42,True
ultimate_load_kn,XGBoost,none,0.2049283352352324,0.06795292323962564,0.24752166666311856,0.0645972105912375,-4.529577107575925,7.206222812778035,0.011039286045880756,0.5503727925389036,leave_one_treatment_out,all_cleaned,All cleaned metadata and image features after QC and collinearity pruning.,42,True
ultimate_load_kn,RandomForest,none,0.20504762844335256,0.08386862773220122,0.24565142758857497,0.07639021812821743,-4.756558357892377,8.827240520459773,-0.19994434366301883,0.5978981002995107,leave_one_treatment_out,all_cleaned,All cleaned metadata and image features after QC and collinearity pruning.,42,True
ultimate_load_kn,GradientBoosting,none,0.20859878219791256,0.06494873871717773,0.25178989677781555,0.06018173837243726,-5.2660281350672244,7.2688712253486285,-0.0842149779204637,0.5830953723744375,leave_one_treatment_out,all_cleaned,All cleaned metadata and image features after QC and collinearity pruning.,42,True
